,client_id,transaction_volume,correspondant_name,correspondant_bank_name,date,direction
927,53,14000,Cramer O.H.G,COMMERZBANK,2021-06-21,out
928,82,36000,ImhofGesellschaft M.B.H.,SANTANDER,2018-01-07,in
929,86,41000,Ammon O.H.G.,REVOLUT,2021-03-29,in
930,58,25000,Speck GMBH,COMMERZBANK,2018-10-23,out
931,8,23000,Baur A.G,SANTANDER,2019-04-23,in
932,81,26000,Drescher & Dehn GmbH u. Co. KG,SANTANDER,2019-02-17,in
933,14,27000,Loos GmbH und Co. KG,REVOLUT,2019-05-03,out
934,41,38000,Kleiner & Knopf G.m.b.H.,SANTANDER,2021-04-24,out
935,76,17000,Hofmann GmbH u. Co. KG,N26,2019-01-28,out
936,22,22000,Salomon und Haake AG u. Co. KG,DEUTSCHE BANK,2020-03-28,out
937,65,31000,Steinhauer und Schiefer AG u. Co. KG,N26,2020-03-18,out
938,94,35000,Heiden u. Rademacher A.G,DEUTSCHE BANK,2020-08-14,in
939,49,12000,Voges & Reichel AG u. Co. KG,COMMERZBANK,2019-08-12,out
940,90,14000,Kupka AG & Co. KG,WISE,2019-02-04,in
941,12,12000,Lindemann G.m.b.H.,COMMERZBANK,2020-08-30,in
942,61,42000,Kusch A.G. & Co. KG,DEUTSCHE BANK,2019-07-21,in
943,85,39000,Dillmann Offene Handelsgesellschaft,WISE,2021-10-12,in
944,27,38000,Friedmann O.H.G,N26,2021-03-10,in
945,15,15000,Schülke u. Wollschläger AG u. Co. KG,REVOLUT,2018-02-14,in
946,55,47000,Pollak K.G.,REVOLUT,2019-05-16,out
947,63,16000,Scheid A.G. & Co. KG,N26,2018-10-27,out
948,69,21000,Dunker AG und Co. KG,REVOLUT,2020-07-05,out
949,49,13000,Bott Offene Handelsgesellschaft,REVOLUT,2021-08-22,in
950,98,44000,Kimmel Gesellschaft mit beschränkter Haftung,SANTANDER,2021-05-26,out
951,24,11000,Brandner u. Gerke AG u. Co. KG,DEUTSCHE BANK,2020-11-14,in
952,15,17000,Hellmuth u. Windisch GmbH,SANTANDER,2020-04-11,out
953,24,29000,Licht GMBH,WISE,2021-08-14,out
954,21,44000,Vollmer GmbH und Co. KG,WISE,2020-05-01,in
955,51,44000,Börger G.m.b.H.,SANTANDER,2020-12-28,out
956,51,16000,Bachmann A.G.,COMMERZBANK,2021-05-27,out
957,52,50000,Daub und VolkertKommanditgesellschaft,COMMERZBANK,2020-06-21,in
958,5,14000,LauterbachGesellschaft M.B.H.,DEUTSCHE BANK,2021-10-14,out
959,78,17000,Großkopf OHG,SANTANDER,2021-04-03,out
960,40,14000,Dietl & Wachsmuth GmbH u. Co. KG,N26,2021-10-20,out
961,91,32000,Schacht AG und Co. KG,COMMERZBANK,2018-02-02,in
962,54,34000,JacobsenGesellschaft mit beschränkter Haftung,REVOLUT,2020-02-27,in
963,18,50000,Pauly & Scheck A.G.,REVOLUT,2021-06-14,out
964,37,31000,Donner GmbH u. Co. KG,SANTANDER,2018-09-05,in
965,9,37000,Rasche A.G. & Co. KG,SANTANDER,2018-07-05,out
966,88,50000,Lennartz K.G,WISE,2018-10-09,out
967,86,12000,GlaserGesellschaft mbH,COMMERZBANK,2018-01-17,in
968,55,23000,Kummer G.M.B.H.,DEUTSCHE BANK,2021-11-24,out
969,68,49000,Färber u. Königs GmbH & Co. KG,DEUTSCHE BANK,2021-05-16,out
970,10,50000,Niklas u. Schlecht OHG,SANTANDER,2019-09-18,out
971,53,23000,Küsters A.G.,SANTANDER,2020-08-31,out
972,16,12000,Witt K.G,N26,2018-01-30,in
973,9,41000,Heese Offene Handelsgesellschaft,SANTANDER,2020-01-13,in
974,39,20000,Freudenberg K.G,COMMERZBANK,2019-02-13,in
975,84,18000,Koch GmbH u. Co. KG,SANTANDER,2018-02-18,in
976,82,49000,ImhofGesellschaft M.B.H.,DEUTSCHE BANK,2018-07-29,in
977,21,26000,Vollmer GmbH und Co. KG,WISE,2021-01-01,in
978,45,40000,Schimmel A.G. & Co. KG,SANTANDER,2021-09-22,in
979,78,19000,Herb O.H.G.,SANTANDER,2019-03-28,out
980,57,38000,Wiener & Milz Aktiengesellschaft,DEUTSCHE BANK,2019-06-26,out
981,18,31000,Heyne G.m.b.H.,COMMERZBANK,2021-06-16,out
982,99,31000,Ammon GmbH u. Co. KG,N26,2020-08-28,in
983,27,44000,Kaiser und Mathes AG,SANTANDER,2018-04-21,out
984,47,49000,Storm & Mäder OHG,REVOLUT,2018-07-18,in
985,42,16000,Reimer K.G.,SANTANDER,2018-11-30,in
986,75,20000,Lehner und Effenberger OHG,REVOLUT,2018-12-04,out
987,93,33000,Schenk & Grieger AG u. Co. KG,REVOLUT,2021-10-10,in
988,3,42000,Fick K.G.,DEUTSCHE BANK,2018-09-08,out
989,70,38000,Meiners u. Katzer GmbH & Co. KG,DEUTSCHE BANK,2021-09-05,out
990,69,36000,Pöschl AG,DEUTSCHE BANK,2021-08-09,in
991,12,12000,Edler O.H.G,REVOLUT,2018-12-27,in
992,96,27000,Winzer AG,WISE,2018-06-16,out
993,39,11000,Theisen GmbH,N26,2020-08-05,in
994,3,22000,Jakob K.G,DEUTSCHE BANK,2019-04-15,in
995,2,28000,Thiele & Hammes GmbH & Co. KG,SANTANDER,2021-02-26,out
996,4,36000,Hauer GMBH,WISE,2019-05-30,out
997,30,33000,Kunde Gesellschaft mbH,DEUTSCHE BANK,2018-04-11,out
998,19,12000,Barthel A.G.,COMMERZBANK,2021-10-12,in
999,93,41000,Theisen A.G,COMMERZBANK,2019-05-11,in
1000,95,15000,Wachter u. Bausch G.M.B.H.,SANTANDER,2021-05-11,in
1001,74,41000,Fromm A.G,SANTANDER,2019-05-29,in
1002,3,45000,Jakob K.G,REVOLUT,2020-04-17,out
1003,58,23000,Speck GMBH,DEUTSCHE BANK,2018-03-30,out
1004,32,13000,Kamp AG u. Co. KG,N26,2018-10-18,in
1005,66,29000,Scheibel OHG,SANTANDER,2018-07-24,out
1006,8,15000,Stöber und Heise Gesellschaft mit beschränkter Haftung,COMMERZBANK,2021-07-19,in
1007,5,19000,Wagner & ThöneGesellschaft M.B.H.,SANTANDER,2020-08-30,out
1008,31,13000,Debus und Witzke GmbH u. Co. KG,SANTANDER,2019-11-23,out
1009,19,23000,Fetzer O.H.G,DEUTSCHE BANK,2021-12-01,in
1010,88,42000,Hofer A.G. & Co. KG,COMMERZBANK,2020-11-15,out
1011,7,36000,Reschke & Czech GmbH u. Co. KG,DEUTSCHE BANK,2020-09-28,in
1012,86,41000,Lederer Kommanditgesellschaft,COMMERZBANK,2020-02-18,in
1013,18,15000,Herold OHG,COMMERZBANK,2021-11-03,in
1014,49,17000,WachsmuthOffene Handelsgesellschaft,REVOLUT,2021-03-26,in
1015,87,30000,Merz GmbH und Co. KG,DEUTSCHE BANK,2018-05-28,in
1016,2,23000,Jörg AG,WISE,2018-07-07,in
1017,79,30000,Straub AG und Co. KG,DEUTSCHE BANK,2020-02-12,in
1018,47,36000,Storm & Mäder OHG,SANTANDER,2020-02-17,out
1019,36,46000,Baron & Schumacher Offene Handelsgesellschaft,REVOLUT,2019-04-24,out
1020,82,35000,ImhofGesellschaft M.B.H.,SANTANDER,2020-01-23,out
1021,49,37000,Karle & Pflaum AG u. Co. KG,REVOLUT,2021-10-16,in
1022,19,38000,Fetzer O.H.G,COMMERZBANK,2020-10-28,out
1023,96,25000,GottschlingGesellschaft mit beschränkter Haftung,DEUTSCHE BANK,2020-11-15,in
1024,60,33000,Kamps GmbH & Co. KG,COMMERZBANK,2019-02-11,out
1025,52,15000,Griebel AG,REVOLUT,2020-07-18,in
1026,47,44000,Zimmer KG,N26,2020-12-24,in
1027,55,33000,Staab & Basler G.M.B.H.,COMMERZBANK,2020-07-08,in
1028,71,45000,Dold G.m.b.H.,REVOLUT,2020-05-08,in
1029,50,47000,Pabst G.m.b.H.,COMMERZBANK,2018-09-11,in
1030,32,29000,Krupp u. Möhle AG,SANTANDER,2020-02-19,in
1031,42,24000,Holzapfel AG & Co. KG,COMMERZBANK,2021-10-04,in
1032,55,40000,Heinrich GmbH,WISE,2020-02-06,out
1033,45,24000,Groll u. ErhardOffene Handelsgesellschaft,N26,2018-12-12,out
1034,48,39000,Pagel u. Merkel GmbH und Co. KG,COMMERZBANK,2021-05-26,in
1035,67,12000,Weiser & Hagen AG,DEUTSCHE BANK,2020-11-12,out
1036,55,13000,Klose Offene Handelsgesellschaft,REVOLUT,2019-03-03,in
1037,62,21000,Lamm A.G.,COMMERZBANK,2019-12-11,in
1038,48,34000,Pagel Aktiengesellschaft,DEUTSCHE BANK,2018-03-05,in
1039,38,20000,Maschke G.m.b.H.,REVOLUT,2021-10-28,in
1040,71,40000,Pawlik u. Thiel GmbH,COMMERZBANK,2019-01-24,out
1041,77,48000,Storck u. Göller OHG,SANTANDER,2021-04-06,in
1042,6,13000,RöderGesellschaft mit beschränkter Haftung,DEUTSCHE BANK,2019-10-02,out
1043,1,19000,Baumbach u. Steffen G.m.b.H.,COMMERZBANK,2019-06-29,out
1044,73,48000,Kreß und Baumgärtner A.G,COMMERZBANK,2020-03-23,out
1045,36,32000,MeiselOffene Handelsgesellschaft,DEUTSCHE BANK,2019-11-21,out
1046,79,39000,Alber GmbH u. Co. KG,COMMERZBANK,2021-06-06,out
1047,57,25000,NeitzelAktiengesellschaft,SANTANDER,2020-10-08,out
1048,87,47000,Ritz AG & Co. KG,SANTANDER,2021-03-05,in
1049,15,31000,Mock AG,N26,2018-12-07,in
1050,45,38000,Schimmel A.G. & Co. KG,REVOLUT,2018-10-16,in
1051,92,32000,Kugler und RosenbergerKommanditgesellschaft,SANTANDER,2019-11-11,in
1052,76,12000,Faber OHG,DEUTSCHE BANK,2021-10-29,in
1053,87,13000,Hohl G.m.b.H.,SANTANDER,2021-09-27,out
1054,75,40000,Hensel und Olschewski AG und Co. KG,COMMERZBANK,2019-07-21,out
1055,42,42000,Reimer K.G.,DEUTSCHE BANK,2021-10-09,in
1056,41,31000,Schwerdtfeger GmbH & Co. KG,SANTANDER,2021-08-27,in
1057,19,18000,Esch G.m.b.H.,N26,2020-11-14,out
1058,6,34000,Diener & Haus Offene Handelsgesellschaft,DEUTSCHE BANK,2020-05-16,in
1059,18,40000,Pauly & Scheck A.G.,COMMERZBANK,2018-03-06,in
1060,41,37000,Uhlemann K.G.,COMMERZBANK,2019-07-02,in
1061,41,29000,Herdt O.H.G.,SANTANDER,2018-08-16,in
1062,23,45000,Körner AG,COMMERZBANK,2021-06-26,in
1063,33,12000,Gaßner und Holler G.M.B.H.,DEUTSCHE BANK,2021-12-16,in
1064,30,34000,Fleck A.G. & Co. KG,N26,2021-05-03,in
1065,50,41000,Pabst G.m.b.H.,COMMERZBANK,2018-04-09,out
1066,60,20000,Flügel und Hörner OHG,DEUTSCHE BANK,2018-05-10,in
1067,82,34000,Bächle O.H.G.,WISE,2021-10-08,out
1068,20,43000,Imhof und Engelhard G.m.b.H.,N26,2020-06-09,out
1069,20,21000,PfauKommanditgesellschaft,SANTANDER,2018-08-10,out
1070,13,28000,Schubert AG u. Co. KG,DEUTSCHE BANK,2021-02-25,out
1071,16,46000,Rademacher A.G. & Co. KG,DEUTSCHE BANK,2020-02-20,out
1072,93,13000,Kern AG & Co. KG,DEUTSCHE BANK,2020-06-10,out
1073,62,34000,Brock & Fischbach AG & Co. KG,N26,2020-02-28,in
1074,73,10000,Hopf Aktiengesellschaft,COMMERZBANK,2018-09-13,out
1075,12,46000,Edler O.H.G,COMMERZBANK,2019-06-05,in
1076,3,26000,Jakob K.G,DEUTSCHE BANK,2018-08-09,out
1077,21,48000,Vollmer GmbH und Co. KG,DEUTSCHE BANK,2020-07-08,in
1078,63,16000,Morgenroth & Stork Kommanditgesellschaft,SANTANDER,2018-01-11,out
1079,12,23000,Zettl KG,SANTANDER,2020-08-27,out
1080,65,37000,Gleißner GMBH,COMMERZBANK,2021-06-23,out
1081,72,30000,Pech GmbH und Co. KG,WISE,2020-01-27,out
1082,65,24000,Steinhauer und Schiefer AG u. Co. KG,REVOLUT,2021-02-23,out
1083,53,45000,Knoch A.G.,WISE,2020-01-04,out
1084,90,11000,Rieke u. Irrgang G.m.b.H.,SANTANDER,2021-05-02,out
1085,47,41000,Senf GmbH und Co. KG,SANTANDER,2019-06-06,out
1086,11,37000,Storm GmbH,SANTANDER,2018-10-05,out
1087,62,30000,Olbrich A.G. & Co. KG,N26,2019-02-27,in
1088,25,34000,Stecher K.G,COMMERZBANK,2020-09-06,out
1089,84,43000,Kutz & Menge GMBH,SANTANDER,2021-06-08,in
1090,62,32000,Hamm GMBH,COMMERZBANK,2018-08-14,out
1091,2,33000,Thiele & Hammes GmbH & Co. KG,REVOLUT,2020-04-03,in
1092,57,21000,Witte KG,DEUTSCHE BANK,2021-12-22,out
1093,63,22000,Scheid A.G. & Co. KG,WISE,2021-10-23,in
1094,6,31000,RöderGesellschaft mit beschränkter Haftung,WISE,2020-07-19,out
1095,51,17000,Bachmann A.G.,SANTANDER,2020-03-17,in
1096,6,12000,Jost O.H.G.,COMMERZBANK,2021-06-02,out
1097,60,47000,Stumpf G.m.b.H.,COMMERZBANK,2021-03-18,out
1098,45,10000,Westhoff AG & Co. KG,WISE,2018-04-28,in
1099,37,36000,Janzen u. Kirschner G.M.B.H.,WISE,2018-06-22,out
1100,29,49000,Angermann AG,N26,2020-01-27,out
1101,48,45000,ObstGesellschaft mbH,SANTANDER,2019-12-06,out
1102,60,30000,Oehme u. Ernst GmbH u. Co. KG,N26,2021-12-13,in
1103,33,35000,Pflüger u. Pfister A.G. & Co. KG,COMMERZBANK,2019-12-15,in
1104,17,30000,Rühl GmbH u. Co. KG,WISE,2020-10-05,in
1105,29,21000,Patzer & Schäfer Aktiengesellschaft,DEUTSCHE BANK,2018-04-24,in
1106,61,38000,HagelOffene Handelsgesellschaft,REVOLUT,2019-11-15,out
1107,11,16000,Storm GmbH,REVOLUT,2021-03-06,out
1108,58,41000,Bienert u. Schick GmbH u. Co. KG,WISE,2018-03-06,out
1109,12,42000,Röttger KG,N26,2019-07-27,in
1110,67,11000,Dörfler Gesellschaft mit beschränkter Haftung,SANTANDER,2021-04-22,out
1111,15,11000,Kübler O.H.G.,SANTANDER,2020-07-03,in
1112,98,40000,Vogl u. Demmer GmbH und Co. KG,DEUTSCHE BANK,2018-11-03,in
1113,100,27000,Zitzmann AG u. Co. KG,WISE,2018-09-23,in
1114,69,41000,Scholz GmbH u. Co. KG,SANTANDER,2019-12-14,in
1115,98,45000,Kellermann GMBH,SANTANDER,2018-08-12,out
1116,47,27000,Schock GmbH & Co. KG,WISE,2021-03-17,in
1117,53,50000,Knoch A.G.,N26,2021-09-09,out
1118,98,16000,Kellermann GMBH,SANTANDER,2021-02-13,in
1119,42,14000,Loose GmbH u. Co. KG,REVOLUT,2018-07-16,in
1120,67,19000,Dörfler Gesellschaft mit beschränkter Haftung,COMMERZBANK,2019-09-14,out
1121,72,47000,Flemming K.G,WISE,2021-09-14,out
1122,93,39000,Mertens & Franz Gesellschaft mbH,SANTANDER,2019-07-28,out
1123,91,26000,SchuhmacherGesellschaft M.B.H.,COMMERZBANK,2020-03-16,out
1124,31,46000,Schöler A.G.,COMMERZBANK,2021-10-14,out
1125,76,25000,Bott und Herget AG,WISE,2020-02-16,out
1126,59,14000,Hempel GMBH,DEUTSCHE BANK,2020-02-19,out
1127,62,25000,Schlecht u. Feld GmbH & Co. KG,DEUTSCHE BANK,2018-03-19,in
1128,10,18000,Schley u. Kirch KG,COMMERZBANK,2020-03-21,in
1129,10,41000,Sander G.M.B.H.,COMMERZBANK,2019-11-17,out
1130,32,18000,Krupp u. Möhle AG,SANTANDER,2019-08-23,in
1131,69,11000,Kopf AG,COMMERZBANK,2020-09-23,in
1132,60,33000,Storch OHG,SANTANDER,2019-12-10,in
1133,5,27000,Wagner & ThöneGesellschaft M.B.H.,WISE,2019-04-19,out
1134,12,47000,Edler O.H.G,COMMERZBANK,2019-06-12,in
1135,39,20000,Freudenberg K.G,REVOLUT,2018-05-27,in
1136,88,19000,Flick und Schönberg AG & Co. KG,DEUTSCHE BANK,2018-08-11,out
1137,40,12000,Wörle GmbH u. Co. KG,DEUTSCHE BANK,2021-02-23,out
1138,99,47000,Ammon GmbH u. Co. KG,COMMERZBANK,2018-10-23,out
1139,54,31000,JacobsenGesellschaft mit beschränkter Haftung,SANTANDER,2020-02-26,out
1140,19,17000,Fetzer O.H.G,REVOLUT,2019-04-04,out
1141,63,25000,Kirsten K.G.,COMMERZBANK,2019-01-08,in
1142,4,30000,Störmer GMBH,WISE,2019-11-21,out
1143,1,19000,Georgi und Lehmkuhl G.m.b.H.,DEUTSCHE BANK,2019-11-25,in
1144,93,47000,Otten A.G.,DEUTSCHE BANK,2019-06-20,out
1145,90,45000,Grebe GmbH und Co. KG,N26,2021-01-24,out
1146,65,12000,Franzke u. Bornemann O.H.G,N26,2020-05-29,out
1147,69,15000,Werle GmbH und Co. KG,COMMERZBANK,2018-02-17,in
1148,4,28000,Eckert GMBH,COMMERZBANK,2019-12-16,out
1149,37,49000,Schöne KG,COMMERZBANK,2019-11-10,in
1150,22,40000,Wohlfahrt & Staiger Aktiengesellschaft,REVOLUT,2021-05-15,in
1151,38,48000,Rose AG u. Co. KG,DEUTSCHE BANK,2018-11-13,out
1152,51,48000,Bachmann A.G.,SANTANDER,2019-10-07,in
1153,20,13000,Christoph A.G.,N26,2019-05-15,out
1154,5,25000,Mahn AG & Co. KG,DEUTSCHE BANK,2020-07-24,out
1155,50,28000,Pabst G.m.b.H.,COMMERZBANK,2018-04-25,out
1156,72,27000,Pech GmbH und Co. KG,N26,2018-12-02,in
1157,67,40000,Hartmann Offene Handelsgesellschaft,COMMERZBANK,2018-02-12,in
1158,37,12000,Kind GMBH,SANTANDER,2020-09-06,in
1159,43,37000,Siegl GmbH,COMMERZBANK,2019-04-19,out
1160,70,39000,Meiners u. Katzer GmbH & Co. KG,SANTANDER,2018-12-06,in
1161,63,15000,Lackner und Roder A.G.,DEUTSCHE BANK,2020-03-11,in
1162,12,25000,Edler O.H.G,N26,2020-02-04,in
1163,48,44000,Zauner und Körber Offene Handelsgesellschaft,DEUTSCHE BANK,2018-09-11,in
1164,70,42000,Baumgartner G.M.B.H.,COMMERZBANK,2019-12-26,out
1165,17,10000,Stork KG,N26,2018-10-02,in
1166,62,44000,Liebert GmbH & Co. KG,WISE,2021-10-05,in
1167,11,47000,Storm GmbH,DEUTSCHE BANK,2018-08-14,out
1168,83,34000,KirschbaumGesellschaft M.B.H.,COMMERZBANK,2018-04-24,in
1169,23,41000,Heisig Offene Handelsgesellschaft,COMMERZBANK,2021-05-09,out
1170,68,34000,Färber u. Königs GmbH & Co. KG,SANTANDER,2018-01-13,in
1171,21,42000,Seidel und Eifler G.M.B.H.,DEUTSCHE BANK,2019-07-30,in
1172,69,31000,Bloch und Jäschke Gesellschaft mbH,SANTANDER,2019-08-17,in
1173,83,44000,Hielscher u. Götze A.G,REVOLUT,2018-06-09,out
1174,16,38000,Kurth O.H.G.,COMMERZBANK,2019-01-16,in
1175,99,43000,Ammon GmbH u. Co. KG,DEUTSCHE BANK,2018-02-22,out
1176,79,19000,Piller O.H.G,SANTANDER,2018-09-13,in
1177,97,37000,Rutz GmbH u. Co. KG,DEUTSCHE BANK,2021-10-21,in
1178,86,20000,Münster u. Mai G.m.b.H.,COMMERZBANK,2019-03-18,in
1179,60,27000,Kamps GmbH & Co. KG,COMMERZBANK,2020-02-18,out
1180,5,39000,Rudolph A.G.,COMMERZBANK,2018-12-03,in
1181,85,40000,Pohle & Stang G.M.B.H.,DEUTSCHE BANK,2018-10-11,in
1182,89,41000,Kopp GmbH u. Co. KG,COMMERZBANK,2020-09-16,out
1183,18,36000,Otten AG und Co. KG,DEUTSCHE BANK,2018-08-03,in
1184,87,19000,Rauscher A.G,DEUTSCHE BANK,2019-02-20,in
1185,26,12000,Platz A.G. & Co. KG,REVOLUT,2019-06-01,in
1186,39,43000,HeinzKommanditgesellschaft,SANTANDER,2021-09-17,out
1187,81,46000,Scheibe AG & Co. KG,DEUTSCHE BANK,2021-11-12,out
1188,88,27000,Dippel GmbH,COMMERZBANK,2019-06-02,out
1189,7,25000,Erbe & Moog AG u. Co. KG,COMMERZBANK,2019-06-27,in
1190,79,29000,Wirth K.G.,REVOLUT,2019-03-15,out
1191,41,41000,Krah KG,REVOLUT,2021-01-12,out
1192,29,40000,Angermann AG,COMMERZBANK,2019-11-19,in
1193,77,36000,Söllner G.M.B.H.,REVOLUT,2018-01-27,in
1194,95,34000,Kropf AG,COMMERZBANK,2021-06-27,in
1195,26,30000,Storch u. Schober A.G,DEUTSCHE BANK,2018-09-27,out
1196,43,40000,Bruch u. Schrader GmbH u. Co. KG,SANTANDER,2019-09-12,in
1197,32,20000,Krupp u. Möhle AG,N26,2019-07-10,out
1198,44,20000,BertschOffene Handelsgesellschaft,DEUTSCHE BANK,2019-11-21,out
1199,17,19000,Basler und Bongartz G.m.b.H.,SANTANDER,2020-03-12,out
1200,14,40000,Himmel und Michler O.H.G,SANTANDER,2021-04-25,in
1201,92,24000,Drechsel K.G.,DEUTSCHE BANK,2021-08-08,out
1202,68,33000,Färber u. Königs GmbH & Co. KG,WISE,2020-04-15,in
1203,48,11000,Schupp & Gerling GmbH u. Co. KG,REVOLUT,2019-04-24,out
1204,97,25000,Wittenberg und Kaps K.G,SANTANDER,2019-01-28,out
1205,73,14000,Limbach AG u. Co. KG,REVOLUT,2021-08-19,in
1206,92,14000,Wilczek OHG,REVOLUT,2019-12-15,out
1207,60,25000,Weihrauch und Michel Kommanditgesellschaft,COMMERZBANK,2021-04-03,out
1208,24,36000,Licht GMBH,N26,2021-03-06,in
1209,39,31000,Freudenberg K.G,COMMERZBANK,2020-11-27,out
1210,86,10000,GlaserGesellschaft mbH,DEUTSCHE BANK,2019-06-24,in
1211,41,29000,Hellmuth Gesellschaft mbH,COMMERZBANK,2020-11-11,in
1212,79,39000,Messner AG,N26,2019-06-02,out
1213,64,26000,Henrichs und Trapp Gesellschaft mbH,SANTANDER,2021-11-17,in
1214,41,23000,Just G.m.b.H.,SANTANDER,2021-12-24,in
1215,11,49000,Birkner O.H.G.,SANTANDER,2020-03-29,out
1216,37,41000,Gerken und Welsch OHG,REVOLUT,2020-02-10,out
1217,17,42000,Basler und Bongartz G.m.b.H.,DEUTSCHE BANK,2021-05-26,in
1218,33,40000,Kunde u. Krebs AG u. Co. KG,COMMERZBANK,2020-02-04,out
1219,86,27000,Pöschl O.H.G,COMMERZBANK,2020-05-20,in
1220,31,35000,Grunwald AG und Co. KG,COMMERZBANK,2020-06-17,in
1221,15,13000,Flick AG & Co. KG,SANTANDER,2020-07-17,in
1222,27,28000,Epp A.G,N26,2018-11-18,in
1223,4,49000,Peschel A.G.,COMMERZBANK,2018-04-30,out
1224,60,32000,Kamps GmbH & Co. KG,WISE,2019-07-29,in
1225,55,32000,Toth KG,DEUTSCHE BANK,2019-08-15,out
1226,33,16000,Hunger A.G,COMMERZBANK,2021-11-09,in
1227,38,26000,Bley GMBH,DEUTSCHE BANK,2019-01-28,out
1228,53,20000,Knoch A.G.,DEUTSCHE BANK,2019-09-27,out
1229,65,45000,Reif und Frick K.G,COMMERZBANK,2018-09-05,in
1230,83,35000,Gaßner GmbH und Co. KG,SANTANDER,2018-01-17,out
1231,93,27000,Mertens & Franz Gesellschaft mbH,COMMERZBANK,2020-08-23,out
1232,48,48000,Schiffer & Kloos OHG,SANTANDER,2020-10-05,out
1233,88,16000,Flick und Schönberg AG & Co. KG,REVOLUT,2020-06-21,in
1234,12,47000,Edler O.H.G,N26,2019-04-23,out
1235,3,31000,Behrend A.G.,WISE,2019-07-13,in
1236,97,17000,Wittenberg und Kaps K.G,REVOLUT,2018-02-26,in
1237,92,27000,Kugler und RosenbergerKommanditgesellschaft,DEUTSCHE BANK,2019-06-24,in
1238,52,27000,Heinzelmann K.G.,DEUTSCHE BANK,2018-09-09,in
1239,48,30000,Pagel u. Merkel GmbH und Co. KG,SANTANDER,2021-03-11,in
1240,24,38000,Vollmer K.G,N26,2020-02-08,out
1241,26,19000,Platz A.G. & Co. KG,N26,2018-11-29,in
1242,67,12000,Dörfler Gesellschaft mit beschränkter Haftung,N26,2020-10-03,out
1243,89,31000,SchottGesellschaft M.B.H.,DEUTSCHE BANK,2018-01-02,in
1244,64,16000,Wittig und Menz G.m.b.H.,N26,2020-01-28,in
1245,22,32000,Widmann u. Knab AG und Co. KG,WISE,2020-08-16,out
1246,12,42000,KapsKommanditgesellschaft,DEUTSCHE BANK,2018-06-04,out
1247,3,44000,Jakob K.G,REVOLUT,2019-03-24,in
1248,42,37000,Reimer K.G.,N26,2020-03-17,out
1249,99,31000,Achenbach und Böhm GMBH,WISE,2018-03-23,out
1250,31,48000,Debus und Witzke GmbH u. Co. KG,REVOLUT,2018-06-26,in
1251,14,18000,Büsing O.H.G.,COMMERZBANK,2020-03-28,in
1252,84,20000,Marschner AG u. Co. KG,COMMERZBANK,2020-09-13,out
1253,79,12000,Sager und Hof G.m.b.H.,SANTANDER,2018-12-10,in
1254,4,20000,Kloos u. Pietschmann GMBH,DEUTSCHE BANK,2019-08-15,out
1255,45,20000,Schimmel A.G. & Co. KG,REVOLUT,2021-06-29,in
1256,3,46000,Jakob K.G,DEUTSCHE BANK,2020-11-02,out
1257,45,38000,Lutz A.G,DEUTSCHE BANK,2018-09-08,out
1258,68,11000,Färber O.H.G,DEUTSCHE BANK,2019-02-19,in
1259,35,21000,Pfeiffer K.G.,REVOLUT,2020-02-08,in
1260,56,47000,Seger & Reinartz GmbH u. Co. KG,WISE,2020-10-30,out
1261,41,16000,Schwerdtfeger u. Kessler K.G,DEUTSCHE BANK,2021-08-15,out
1262,11,20000,Storm GmbH,DEUTSCHE BANK,2020-02-18,out
1263,31,47000,Debus und Witzke GmbH u. Co. KG,COMMERZBANK,2019-07-05,out
1264,96,36000,Czech und Scheuermann O.H.G.,COMMERZBANK,2019-04-26,out
1265,42,38000,Brosch A.G. & Co. KG,SANTANDER,2018-05-12,in
1266,23,40000,Heisig Offene Handelsgesellschaft,DEUTSCHE BANK,2019-05-05,in
1267,89,44000,Heiß und GilbertKommanditgesellschaft,SANTANDER,2018-11-04,out
1268,39,50000,Freudenberg K.G,DEUTSCHE BANK,2019-02-09,in
1269,52,10000,Reinicke AG,SANTANDER,2021-06-21,in
1270,80,44000,Bott u. Brecht A.G.,COMMERZBANK,2019-10-14,out
1271,38,40000,Rose AG u. Co. KG,SANTANDER,2020-05-23,in
1272,54,38000,Hasse A.G. & Co. KG,REVOLUT,2021-11-11,out
1273,93,26000,Mertens & Franz Gesellschaft mbH,REVOLUT,2020-07-10,in
1274,51,38000,Weimann A.G. & Co. KG,COMMERZBANK,2019-06-04,in
1275,66,45000,HöpfnerGesellschaft mit beschränkter Haftung,N26,2021-10-22,out
1276,32,38000,Krupp u. Möhle AG,DEUTSCHE BANK,2019-12-28,in
1277,19,30000,Hartwich AG,DEUTSCHE BANK,2021-10-25,in
1278,45,45000,Schimmel A.G. & Co. KG,N26,2019-09-20,in
1279,10,31000,Hertlein K.G.,REVOLUT,2018-12-22,out
1280,27,11000,Jäger & Weinmann AG u. Co. KG,REVOLUT,2020-08-26,out
1281,84,46000,Becker u. Hild G.M.B.H.,COMMERZBANK,2020-07-21,out
1282,90,21000,Hilmer AG und Co. KG,SANTANDER,2019-02-20,in
1283,6,13000,Katz AG & Co. KG,COMMERZBANK,2019-10-11,out
1284,67,35000,Huber GMBH,SANTANDER,2020-05-10,out
1285,54,24000,JacobsenGesellschaft mit beschränkter Haftung,REVOLUT,2018-08-14,in
1286,44,21000,Wilkens und Wendt A.G. & Co. KG,COMMERZBANK,2018-04-25,in
